F S   UID     PID    PPID  C PRI  NI ADDR SZ WCHAN  TTY          TIME CMD
1 I     0  644977       2  0  80   0 -     0 -      ?        00:00:00 kworker/u34:5
0 S  2708  644999  641117  0  80   0 - 274538 -     ?        00:00:00 node
0 S  2751  645007  644827  0  80   0 - 288590 -     ?        00:00:00 node
0 S  2755  645018  643606  0  80   0 -   700 -      ?        00:00:00 sh
0 S  2755  645022  645018  2  80   0 - 2956761 -    ?        00:00:01 node
0 S  2762  645103  644484  0  80   0 -  3178 -      pts/34   00:00:00 bash
4 S     0  645142    1982  0  80   0 -  3805 -      ?        00:00:00 sshd
4 S     0  645159    1982  0  80   0 -  3805 -      ?        00:00:00 sshd
4 S     0  645203    1982  0  80   0 -  3805 -      ?        00:00:00 sshd
4 S  2758  645210       1  0  80   0 -  5268 -      ?        00:00:00 systemd
5 S  2758  645217  645210  0  80   0 -  5352 -      ?        00:00:00 (sd-pam)
0 S  2758  645251  645210  0  80   0 - 27616 -      ?        00:00:00 pipewire
0 S  2758  645252  645210  0  80   0 - 24764 -      ?        00:00:00 pipewire
0 S  2758  645254  645210  0  80   0 - 101583 -     ?        00:00:00 wireplumber
0 S  2758  645257  645210  0  80   0 - 27681 -      ?        00:00:00 pipewire-pulse
0 S  2758  645270  645210  0  80   0 -  2363 -      ?        00:00:00 dbus-daemon
5 S  2758  645319  645142  0  80   0 -  3845 -      ?        00:00:00 sshd
0 S  2758  645320  645319  0  80   0 -  3145 -      pts/30   00:00:00 bash
4 S  1486  645372       1  0  80   0 -  5239 -      ?        00:00:00 systemd
1 I     0  645373       2  0  80   0 -     0 -      ?        00:00:00 kworker/14:0-events
1 I     0  645374       2  0  80   0 -     0 -      ?        00:00:00 kworker/14:3-events
5 S  1486  645379  645372  0  80   0 -  5352 -      ?        00:00:00 (sd-pam)
0 S  2762  645390  644447 24  80   0 - 39424 -      ?        00:00:13 cpptools
0 S  2749  645394  639235  0  80   0 -  2401 -      ?        00:00:00 sleep
0 S  1486  645399  645372  0  80   0 - 27616 -      ?        00:00:00 pipewire
0 S  1486  645400  645372  0  80   0 - 24764 -      ?        00:00:00 pipewire
0 S  1486  645401  645372  0  80   0 - 101596 -     ?        00:00:00 wireplumber
0 S  1486  645403  645372  0  80   0 - 27681 -      ?        00:00:00 pipewire-pulse
0 S  1486  645425  645372  0  80   0 -  2364 -      ?        00:00:00 dbus-daemon
5 S  1486  645467  645159  0  80   0 -  3845 -      ?        00:00:00 sshd
0 S  1486  645470  645467  0  80   0 -  3145 -      pts/31   00:00:00 bash
4 S  2756  645526       1  0  80   0 -  5266 -      ?        00:00:00 systemd
5 S  2756  645531  645526  0  80   0 -  5353 -      ?        00:00:00 (sd-pam)
0 S  2756  645572  645526  0  80   0 - 27628 ep_pol ?        00:00:00 pipewire
0 S  2756  645573  645526  0  80   0 - 24764 ep_pol ?        00:00:00 pipewire
0 S  2756  645578  645526  0  80   0 - 101574 do_pol ?       00:00:00 wireplumber
0 S  2756  645581  645526  0  80   0 - 27681 ep_pol ?        00:00:00 pipewire-pulse
0 S  2756  645604  645526  0  80   0 -  2364 ep_pol ?        00:00:00 dbus-daemon
5 S  2756  645633  645203  0  80   0 -  4532 -      ?        00:00:00 sshd
0 S  2756  645640  645633  0  80   0 -  2848 do_wai ?        00:00:00 bash
0 S  2756  645658  645640  0  80   0 -   728 do_wai ?        00:00:00 sh
0 S  2720  645680  640015  0  80   0 -  2464 -      pts/20   00:00:00 more
0 S  2755  645689  638746  0  99  19 -  2498 -      pts/11   00:00:00 less
0 S  2756  645836  645658 24  80   0 - 17837 futex_ ?        00:00:12 code-10c8e557c8
0 S  2756  645878  645658  0  80   0 -  2401 hrtime ?        00:00:00 sleep
0 T  1119  646234  640279  0  80   0 -  2498 -      pts/21   00:00:00 less
0 S  2708  646271  640444  0  80   0 -  3177 -      pts/32   00:00:00 bash
0 S  2756  646418  645836  0  80   0 -   700 do_wai ?        00:00:00 sh
0 S  2756  646425  646418 77  80   0 - 2996462 ep_pol ?      00:00:13 node
0 S  2756  646461  646425  1  80   0 - 262514 ep_pol ?       00:00:00 node
0 R  2756  646475  646425 11  80   0 - 2961485 -    ?        00:00:01 node
0 S  2756  646486  646425  4  80   0 - 292848 ep_pol ?       00:00:00 node
0 S  2756  646568  646486  0  80   0 -  3178 do_wai pts/35   00:00:00 bash
0 S  2749  646812  635882  0  80   0 -   700 -      ?        00:00:00 sh
0 S  2749  646813  646812  0  80   0 -  2815 -      ?        00:00:00 cpuUsage.sh
0 S  2749  646816  646813  0  80   0 -  2401 -      ?        00:00:00 sleep
0 R  2756  646822  646568 99  80   0 -  3775 -      pts/35   00:00:00 ps
